s:116208
noSamples : 116
phase one
computing coarseness
serial coarseness() took 4544 milliseconds
writing coarseness file
computing contrasts:
serial contrasts() took 18 milliseconds
writing contrast file
starting clustering
clus 1
noDataPoints:11600 noSamples:116
403.00000,242.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,243.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,244.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,245.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,246.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,247.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,248.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,249.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,250.00000,180.00000,14.00000,211.00000,0.00000,0.00000
403.00000,251.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,242.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,243.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,244.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,245.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,246.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,247.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,248.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,249.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,250.00000,180.00000,14.00000,211.00000,0.00000,0.00000
404.00000,251.00000,180.00000,14.00000,211.00000,0.00000,0.00000
405.00000,242.00000,180.00000,14.00000,211.00000,0.00000,0.00000
405.00000,243.00000,180.00000,14.00000,211.00000,0.00000,0.00000
405.00000,244.00000,180.00000,14.00000,211.00000,0.00000,0.00000
405.00000,245.00000,180.00000,14.00000,211.00000,0.00000,0.00000
405.00000,246.00000,180.00000,14.00000,211.00000,0.00000,0.00000
405.00000,247.00000,180.00000,14.00000,211.00000,0.00000,0.00000
